Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TestSuiteForBookit,Chrome 74.0.3729.131,,2019-05-03 11:05:32,2019-05-03 11:07:27,1m - 54.541s,PASSED
,,,,,,
Test Cases/Booking02,Chrome 74.0.3729.131,,2019-05-03 11:05:33,2019-05-03 11:06:03,30.163s,PASSED
"openBrowser(""https://bookit-qa6.com"")",Chrome 74.0.3729.131,,2019-05-03 11:05:34,2019-05-03 11:05:40,6.472s,PASSED
"click(findTestObject(""homepage/flight_checkbox""))",Chrome 74.0.3729.131,,2019-05-03 11:05:40,2019-05-03 11:05:43,2.494s,PASSED
"setText(findTestObject(""homepage/city_or_airport""), ""cheese"")",Chrome 74.0.3729.131,,2019-05-03 11:05:43,2019-05-03 11:05:43,0.615s,PASSED
delay(1),Chrome 74.0.3729.131,,2019-05-03 11:05:43,2019-05-03 11:05:44,1.045s,PASSED
"click(findTestObject(""homepage/div_Cheese City IL US""))",Chrome 74.0.3729.131,,2019-05-03 11:05:44,2019-05-03 11:05:44,0.141s,PASSED
"checkinId = getAttribute(findTestObject(""homepage/checkin_date""), ""id"")",Chrome 74.0.3729.131,,2019-05-03 11:05:44,2019-05-03 11:05:45,0.054s,PASSED
"checkoutId = getAttribute(findTestObject(""homepage/checkout_date""), ""id"")",Chrome 74.0.3729.131,,2019-05-03 11:05:45,2019-05-03 11:05:45,0.052s,PASSED
"iniDate = moIni + ""/"" + dayIni + ""/"" + yrIni",Chrome 74.0.3729.131,,2019-05-03 11:05:45,2019-05-03 11:05:45,0.003s,PASSED
"myIniDate = ""$('#"" + checkinId + ""').val('"" + iniDate + ""')""",Chrome 74.0.3729.131,,2019-05-03 11:05:45,2019-05-03 11:05:45,0.003s,PASSED
"endDate = moEnd + ""/"" + dayEnd + ""/"" + yrEnd",Chrome 74.0.3729.131,,2019-05-03 11:05:45,2019-05-03 11:05:45,0.003s,PASSED
"myEndDate = ""$('#"" + checkoutId + ""').val('"" + endDate + ""')""",Chrome 74.0.3729.131,,2019-05-03 11:05:45,2019-05-03 11:05:45,0.003s,PASSED
strMoIni = bookitKeywords.commonFunctions.getMonthName(moIni),Chrome 74.0.3729.131,,2019-05-03 11:05:45,2019-05-03 11:05:45,0.010s,PASSED
strMoEnd = bookitKeywords.commonFunctions.getMonthName(moEnd),Chrome 74.0.3729.131,,2019-05-03 11:05:45,2019-05-03 11:05:45,0.003s,PASSED
dIni = Integer.parseInt(dayIni),Chrome 74.0.3729.131,,2019-05-03 11:05:45,2019-05-03 11:05:45,0.003s,PASSED
dEnd = Integer.parseInt(dayEnd),Chrome 74.0.3729.131,,2019-05-03 11:05:45,2019-05-03 11:05:45,0.003s,PASSED
println(dIni),Chrome 74.0.3729.131,,2019-05-03 11:05:45,2019-05-03 11:05:45,0.005s,PASSED
println(dEnd),Chrome 74.0.3729.131,,2019-05-03 11:05:45,2019-05-03 11:05:45,0.002s,PASSED
"click(findTestObject(""homepage/checkin_date""))",Chrome 74.0.3729.131,,2019-05-03 11:05:45,2019-05-03 11:05:45,0.128s,PASSED
delay(1),Chrome 74.0.3729.131,,2019-05-03 11:05:45,2019-05-03 11:05:46,1.007s,PASSED
"if (verifyElementPresent(findTestObject(""homepage/sel_date_month1""), 1, CONTINUE_ON_FAILURE))",Chrome 74.0.3729.131,,2019-05-03 11:05:46,2019-05-03 11:05:47,1.687s,PASSED
"if (verifyElementPresent(findTestObject(""homepage/sel_date_year1""), 1, CONTINUE_ON_FAILURE))",Chrome 74.0.3729.131,,2019-05-03 11:05:47,2019-05-03 11:05:50,2.456s,PASSED
"dynxpath = ""//div[contains(@class, 'pika-single') and contains(@class, 'is-bound') and not(contains(@class, 'is-hidden'))]/div[@class='pika-lendar'][1]/table[@class='pika-table']/tbody/tr/td/button[count(. | //*[@type = 'button' and @data-pika-day = '"" + dIni + ""']) = count(//*[@type = 'button' and @data-pika-day = '"" + dIni + ""'])]""",Chrome 74.0.3729.131,,2019-05-03 11:05:50,2019-05-03 11:05:50,0.018s,PASSED
to = new com.kms.katalon.core.testobject.TestObject(eldia),Chrome 74.0.3729.131,,2019-05-03 11:05:50,2019-05-03 11:05:50,0.000s,PASSED
"to.addProperty(""xpath"", EQUALS, dynxpath)",Chrome 74.0.3729.131,,2019-05-03 11:05:50,2019-05-03 11:05:50,0.031s,PASSED
click(to),Chrome 74.0.3729.131,,2019-05-03 11:05:50,2019-05-03 11:05:50,0.252s,PASSED
"click(findTestObject(""homepage/checkout_date""))",Chrome 74.0.3729.131,,2019-05-03 11:05:50,2019-05-03 11:05:50,0.169s,PASSED
delay(1),Chrome 74.0.3729.131,,2019-05-03 11:05:50,2019-05-03 11:05:51,1.006s,PASSED
"if (verifyElementPresent(findTestObject(""homepage/sel_date_month2""), 1, CONTINUE_ON_FAILURE))",Chrome 74.0.3729.131,,2019-05-03 11:05:51,2019-05-03 11:05:54,2.643s,PASSED
"if (verifyElementPresent(findTestObject(""homepage/sel_date_year2""), 1, CONTINUE_ON_FAILURE))",Chrome 74.0.3729.131,,2019-05-03 11:05:54,2019-05-03 11:05:55,1.364s,PASSED
"dynxpath2 = ""//div[contains(@class, 'pika-single') and contains(@class, 'is-bound') and not(contains(@class, 'is-hidden'))]/div[@class='pika-lendar'][1]/table[@class='pika-table']/tbody/tr/td/button[count(. | //*[@type = 'button' and @data-pika-day = '"" + dEnd + ""']) = count(//*[@type = 'button' and @data-pika-day = '"" + dEnd + ""'])]""",Chrome 74.0.3729.131,,2019-05-03 11:05:55,2019-05-03 11:05:55,0.002s,PASSED
to2 = new com.kms.katalon.core.testobject.TestObject(eldia2),Chrome 74.0.3729.131,,2019-05-03 11:05:55,2019-05-03 11:05:55,0.003s,PASSED
"to2.addProperty(""xpath"", EQUALS, dynxpath2)",Chrome 74.0.3729.131,,2019-05-03 11:05:55,2019-05-03 11:05:55,0.002s,PASSED
click(to2),Chrome 74.0.3729.131,,2019-05-03 11:05:55,2019-05-03 11:05:56,0.249s,PASSED
"click(findTestObject(""homepage/button_Search""))",Chrome 74.0.3729.131,,2019-05-03 11:05:56,2019-05-03 11:05:56,0.161s,PASSED
waitForPageLoad(10),Chrome 74.0.3729.131,,2019-05-03 11:05:56,2019-05-03 11:06:00,4.169s,PASSED
closeBrowser(),Chrome 74.0.3729.131,,2019-05-03 11:06:00,2019-05-03 11:06:01,0.798s,PASSED
,,,,,,
Test Cases/Booking02,Chrome 74.0.3729.131,,2019-05-03 11:06:03,2019-05-03 11:06:33,30.471s,PASSED
"openBrowser(""https://bookit-qa6.com"")",Chrome 74.0.3729.131,,2019-05-03 11:06:03,2019-05-03 11:06:09,5.559s,PASSED
"click(findTestObject(""homepage/flight_checkbox""))",Chrome 74.0.3729.131,,2019-05-03 11:06:09,2019-05-03 11:06:12,3.490s,PASSED
"setText(findTestObject(""homepage/city_or_airport""), ""cheese"")",Chrome 74.0.3729.131,,2019-05-03 11:06:12,2019-05-03 11:06:13,0.531s,PASSED
delay(1),Chrome 74.0.3729.131,,2019-05-03 11:06:13,2019-05-03 11:06:14,1.003s,PASSED
