Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TestSuiteForBookit2,Chrome 74.0.3729.131,,2019-05-08 10:14:30,2019-05-08 10:16:17,1m - 47.143s,PASSED
,,,,,,
Test Cases/Booking03,Chrome 74.0.3729.131,,2019-05-08 10:14:30,2019-05-08 10:14:58,27.689s,PASSED
"openBrowser(""https://bookit-qa6.com"")",Chrome 74.0.3729.131,,2019-05-08 10:14:31,2019-05-08 10:14:37,5.835s,PASSED
"click(findTestObject(""homepage/flight_checkbox""))",Chrome 74.0.3729.131,,2019-05-08 10:14:37,2019-05-08 10:14:39,2.285s,PASSED
"setText(findTestObject(""homepage/city_or_airport""), ""cheese"")",Chrome 74.0.3729.131,,2019-05-08 10:14:39,2019-05-08 10:14:39,0.496s,PASSED
delay(1),Chrome 74.0.3729.131,,2019-05-08 10:14:39,2019-05-08 10:14:40,1.032s,PASSED
"click(findTestObject(""homepage/div_Cheese City IL US""))",Chrome 74.0.3729.131,,2019-05-08 10:14:40,2019-05-08 10:14:41,0.118s,PASSED
"checkinId = getAttribute(findTestObject(""homepage/checkin_date""), ""id"")",Chrome 74.0.3729.131,,2019-05-08 10:14:41,2019-05-08 10:14:41,0.054s,PASSED
"checkoutId = getAttribute(findTestObject(""homepage/checkout_date""), ""id"")",Chrome 74.0.3729.131,,2019-05-08 10:14:41,2019-05-08 10:14:41,0.058s,PASSED
"iniDate = moIni + ""/"" + dayIni + ""/"" + yrIni",Chrome 74.0.3729.131,,2019-05-08 10:14:41,2019-05-08 10:14:41,0.002s,PASSED
"myIniDate = ""$('#"" + checkinId + ""').val('"" + iniDate + ""')""",Chrome 74.0.3729.131,,2019-05-08 10:14:41,2019-05-08 10:14:41,0.002s,PASSED
"endDate = moEnd + ""/"" + dayEnd + ""/"" + yrEnd",Chrome 74.0.3729.131,,2019-05-08 10:14:41,2019-05-08 10:14:41,0.001s,PASSED
"myEndDate = ""$('#"" + checkoutId + ""').val('"" + endDate + ""')""",Chrome 74.0.3729.131,,2019-05-08 10:14:41,2019-05-08 10:14:41,0.001s,PASSED
strMoIni = bookitKeywords.commonFunctions.getMonthName(moIni),Chrome 74.0.3729.131,,2019-05-08 10:14:41,2019-05-08 10:14:41,0.011s,PASSED
strMoEnd = bookitKeywords.commonFunctions.getMonthName(moEnd),Chrome 74.0.3729.131,,2019-05-08 10:14:41,2019-05-08 10:14:41,0.001s,PASSED
dIni = Integer.parseInt(dayIni),Chrome 74.0.3729.131,,2019-05-08 10:14:41,2019-05-08 10:14:41,0.002s,PASSED
dEnd = Integer.parseInt(dayEnd),Chrome 74.0.3729.131,,2019-05-08 10:14:41,2019-05-08 10:14:41,0.002s,PASSED
println(dIni),Chrome 74.0.3729.131,,2019-05-08 10:14:41,2019-05-08 10:14:41,0.005s,PASSED
println(dEnd),Chrome 74.0.3729.131,,2019-05-08 10:14:41,2019-05-08 10:14:41,0.001s,PASSED
"click(findTestObject(""homepage/checkin_date""))",Chrome 74.0.3729.131,,2019-05-08 10:14:41,2019-05-08 10:14:41,0.117s,PASSED
delay(1),Chrome 74.0.3729.131,,2019-05-08 10:14:41,2019-05-08 10:14:42,1.003s,PASSED
"if (verifyElementPresent(findTestObject(""homepage/sel_date_month1""), 1, CONTINUE_ON_FAILURE))",Chrome 74.0.3729.131,,2019-05-08 10:14:42,2019-05-08 10:14:43,0.846s,PASSED
"if (verifyElementPresent(findTestObject(""homepage/sel_date_year1""), 1, CONTINUE_ON_FAILURE))",Chrome 74.0.3729.131,,2019-05-08 10:14:43,2019-05-08 10:14:43,0.623s,PASSED
"dynxpath = ""//div[contains(@class, 'pika-single') and contains(@class, 'is-bound') and not(contains(@class, 'is-hidden'))]/div[@class='pika-lendar'][1]/table[@class='pika-table']/tbody/tr/td/button[count(. | //*[@type = 'button' and @data-pika-day = '"" + dIni + ""']) = count(//*[@type = 'button' and @data-pika-day = '"" + dIni + ""'])]""",Chrome 74.0.3729.131,,2019-05-08 10:14:43,2019-05-08 10:14:43,0.031s,PASSED
to = new com.kms.katalon.core.testobject.TestObject(eldia),Chrome 74.0.3729.131,,2019-05-08 10:14:43,2019-05-08 10:14:43,0.000s,PASSED
"to.addProperty(""xpath"", EQUALS, dynxpath)",Chrome 74.0.3729.131,,2019-05-08 10:14:43,2019-05-08 10:14:43,0.016s,PASSED
click(to),Chrome 74.0.3729.131,,2019-05-08 10:14:43,2019-05-08 10:14:44,0.173s,PASSED
"click(findTestObject(""homepage/checkout_date""))",Chrome 74.0.3729.131,,2019-05-08 10:14:44,2019-05-08 10:14:44,0.111s,PASSED
delay(1),Chrome 74.0.3729.131,,2019-05-08 10:14:44,2019-05-08 10:14:45,1.004s,PASSED
"if (verifyElementPresent(findTestObject(""homepage/sel_date_month2""), 1, CONTINUE_ON_FAILURE))",Chrome 74.0.3729.131,,2019-05-08 10:14:45,2019-05-08 10:14:46,1.046s,PASSED
"if (verifyElementPresent(findTestObject(""homepage/sel_date_year2""), 1, CONTINUE_ON_FAILURE))",Chrome 74.0.3729.131,,2019-05-08 10:14:46,2019-05-08 10:14:47,0.893s,PASSED
"dynxpath2 = ""//div[contains(@class, 'pika-single') and contains(@class, 'is-bound') and not(contains(@class, 'is-hidden'))]/div[@class='pika-lendar'][1]/table[@class='pika-table']/tbody/tr/td/button[count(. | //*[@type = 'button' and @data-pika-day = '"" + dEnd + ""']) = count(//*[@type = 'button' and @data-pika-day = '"" + dEnd + ""'])]""",Chrome 74.0.3729.131,,2019-05-08 10:14:47,2019-05-08 10:14:47,0.015s,PASSED
to2 = new com.kms.katalon.core.testobject.TestObject(eldia2),Chrome 74.0.3729.131,,2019-05-08 10:14:47,2019-05-08 10:14:47,0.000s,PASSED
"to2.addProperty(""xpath"", EQUALS, dynxpath2)",Chrome 74.0.3729.131,,2019-05-08 10:14:47,2019-05-08 10:14:47,0.000s,PASSED
