Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TestSuiteForBookit,Firefox 66.0,,2019-04-23 22:33:51,2019-04-23 22:35:23,1m - 32.291s,PASSED
,,,,,,
Test Cases/Booking01,Firefox 66.0,,2019-04-23 22:33:51,2019-04-23 22:34:16,25.450s,PASSED
"openBrowser(""https://bookit-qa6.com"")",Firefox 66.0,,2019-04-23 22:33:51,2019-04-23 22:33:58,6.477s,PASSED
delay(3),Firefox 66.0,,2019-04-23 22:33:58,2019-04-23 22:34:01,3.021s,PASSED
"click(findTestObject(""homepage/flight_checkbox""))",Firefox 66.0,,2019-04-23 22:34:01,2019-04-23 22:34:03,2.052s,PASSED
delay(3),Firefox 66.0,,2019-04-23 22:34:03,2019-04-23 22:34:06,3.004s,PASSED
"setText(findTestObject(""homepage/city_or_airport""), ""cheese"")",Firefox 66.0,,2019-04-23 22:34:06,2019-04-23 22:34:06,0.136s,PASSED
delay(3),Firefox 66.0,,2019-04-23 22:34:06,2019-04-23 22:34:09,3.006s,PASSED
"click(findTestObject(""homepage/div_Cheese City IL US""))",Firefox 66.0,,2019-04-23 22:34:09,2019-04-23 22:34:09,0.269s,PASSED
delay(1),Firefox 66.0,,2019-04-23 22:34:09,2019-04-23 22:34:10,1.004s,PASSED
"checkinId = getAttribute(findTestObject(""homepage/checkin_date""), ""id"")",Firefox 66.0,,2019-04-23 22:34:10,2019-04-23 22:34:10,0.037s,PASSED
"checkoutId = getAttribute(findTestObject(""homepage/checkout_date""), ""id"")",Firefox 66.0,,2019-04-23 22:34:10,2019-04-23 22:34:10,0.025s,PASSED
"myIniDate = ""$('#"" + checkinId + ""').val('"" + iniDate + ""')""",Firefox 66.0,,2019-04-23 22:34:10,2019-04-23 22:34:10,0.002s,PASSED
"executeJavaScript(myIniDate, null)",Firefox 66.0,,2019-04-23 22:34:10,2019-04-23 22:34:10,0.020s,PASSED
"myEndDate = ""$('#"" + checkoutId + ""').val('"" + endDate + ""')""",Firefox 66.0,,2019-04-23 22:34:10,2019-04-23 22:34:10,0.001s,PASSED
"executeJavaScript(myEndDate, null)",Firefox 66.0,,2019-04-23 22:34:10,2019-04-23 22:34:10,0.013s,PASSED
delay(1),Firefox 66.0,,2019-04-23 22:34:10,2019-04-23 22:34:11,1.006s,PASSED
"click(findTestObject(""homepage/button_Search""))",Firefox 66.0,,2019-04-23 22:34:11,2019-04-23 22:34:16,4.411s,PASSED
waitForPageLoad(5),Firefox 66.0,,2019-04-23 22:34:16,2019-04-23 22:34:16,0.052s,PASSED
closeBrowser(),Firefox 66.0,,2019-04-23 22:34:16,2019-04-23 22:34:16,0.648s,PASSED
,,,,,,
Test Cases/Booking01,Firefox 66.0,,2019-04-23 22:34:16,2019-04-23 22:34:39,22.204s,PASSED
"openBrowser(""https://bookit-qa6.com"")",Firefox 66.0,,2019-04-23 22:34:16,2019-04-23 22:34:22,5.252s,PASSED
delay(3),Firefox 66.0,,2019-04-23 22:34:22,2019-04-23 22:34:25,3.004s,PASSED
"click(findTestObject(""homepage/flight_checkbox""))",Firefox 66.0,,2019-04-23 22:34:25,2019-04-23 22:34:25,0.305s,PASSED
delay(3),Firefox 66.0,,2019-04-23 22:34:25,2019-04-23 22:34:28,3.003s,PASSED
"setText(findTestObject(""homepage/city_or_airport""), ""cheese"")",Firefox 66.0,,2019-04-23 22:34:28,2019-04-23 22:34:28,0.086s,PASSED
delay(3),Firefox 66.0,,2019-04-23 22:34:28,2019-04-23 22:34:31,3.004s,PASSED
