Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TestSuiteForBookit2,Chrome 74.0.3729.131,,2019-05-08 10:09:28,2019-05-08 10:11:14,1m - 46.221s,PASSED
,,,,,,
Test Cases/Booking03,Chrome 74.0.3729.131,,2019-05-08 10:09:28,2019-05-08 10:09:56,27.975s,PASSED
"openBrowser(""https://bookit-qa6.com"")",Chrome 74.0.3729.131,,2019-05-08 10:09:29,2019-05-08 10:09:35,5.596s,PASSED
"click(findTestObject(""homepage/flight_checkbox""))",Chrome 74.0.3729.131,,2019-05-08 10:09:35,2019-05-08 10:09:37,2.579s,PASSED
"setText(findTestObject(""homepage/city_or_airport""), ""cheese"")",Chrome 74.0.3729.131,,2019-05-08 10:09:37,2019-05-08 10:09:38,0.459s,PASSED
delay(1),Chrome 74.0.3729.131,,2019-05-08 10:09:38,2019-05-08 10:09:39,1.025s,PASSED
"click(findTestObject(""homepage/div_Cheese City IL US""))",Chrome 74.0.3729.131,,2019-05-08 10:09:39,2019-05-08 10:09:39,0.134s,PASSED
"checkinId = getAttribute(findTestObject(""homepage/checkin_date""), ""id"")",Chrome 74.0.3729.131,,2019-05-08 10:09:39,2019-05-08 10:09:39,0.050s,PASSED
"checkoutId = getAttribute(findTestObject(""homepage/checkout_date""), ""id"")",Chrome 74.0.3729.131,,2019-05-08 10:09:39,2019-05-08 10:09:39,0.058s,PASSED
"iniDate = moIni + ""/"" + dayIni + ""/"" + yrIni",Chrome 74.0.3729.131,,2019-05-08 10:09:39,2019-05-08 10:09:39,0.002s,PASSED
"myIniDate = ""$('#"" + checkinId + ""').val('"" + iniDate + ""')""",Chrome 74.0.3729.131,,2019-05-08 10:09:39,2019-05-08 10:09:39,0.002s,PASSED
"endDate = moEnd + ""/"" + dayEnd + ""/"" + yrEnd",Chrome 74.0.3729.131,,2019-05-08 10:09:39,2019-05-08 10:09:39,0.001s,PASSED
"myEndDate = ""$('#"" + checkoutId + ""').val('"" + endDate + ""')""",Chrome 74.0.3729.131,,2019-05-08 10:09:39,2019-05-08 10:09:39,0.001s,PASSED
strMoIni = bookitKeywords.commonFunctions.getMonthName(moIni),Chrome 74.0.3729.131,,2019-05-08 10:09:39,2019-05-08 10:09:39,0.010s,PASSED
