Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TestSuiteForBookit,Firefox 66.0,,2019-04-24 09:54:22,2019-04-24 09:55:47,1m - 25.399s,PASSED
,,,,,,
Test Cases/Booking01,Firefox 66.0,,2019-04-24 09:54:22,2019-04-24 09:54:44,21.550s,PASSED
"openBrowser(""https://bookit-qa6.com"")",Firefox 66.0,,2019-04-24 09:54:22,2019-04-24 09:54:27,4.864s,PASSED
delay(3),Firefox 66.0,,2019-04-24 09:54:27,2019-04-24 09:54:30,3.020s,PASSED
"click(findTestObject(""homepage/flight_checkbox""))",Firefox 66.0,,2019-04-24 09:54:30,2019-04-24 09:54:31,0.562s,PASSED
delay(3),Firefox 66.0,,2019-04-24 09:54:31,2019-04-24 09:54:34,3.003s,PASSED
"setText(findTestObject(""homepage/city_or_airport""), ""cheese"")",Firefox 66.0,,2019-04-24 09:54:34,2019-04-24 09:54:34,0.132s,PASSED
delay(3),Firefox 66.0,,2019-04-24 09:54:34,2019-04-24 09:54:37,3.004s,PASSED
"click(findTestObject(""homepage/div_Cheese City IL US""))",Firefox 66.0,,2019-04-24 09:54:37,2019-04-24 09:54:37,0.270s,PASSED
delay(1),Firefox 66.0,,2019-04-24 09:54:37,2019-04-24 09:54:38,1.007s,PASSED
"checkinId = getAttribute(findTestObject(""homepage/checkin_date""), ""id"")",Firefox 66.0,,2019-04-24 09:54:38,2019-04-24 09:54:38,0.035s,PASSED
"checkoutId = getAttribute(findTestObject(""homepage/checkout_date""), ""id"")",Firefox 66.0,,2019-04-24 09:54:38,2019-04-24 09:54:38,0.026s,PASSED
"myIniDate = ""$('#"" + checkinId + ""').val('"" + iniDate + ""')""",Firefox 66.0,,2019-04-24 09:54:38,2019-04-24 09:54:38,0.001s,PASSED
"executeJavaScript(myIniDate, null)",Firefox 66.0,,2019-04-24 09:54:38,2019-04-24 09:54:38,0.019s,PASSED
"myEndDate = ""$('#"" + checkoutId + ""').val('"" + endDate + ""')""",Firefox 66.0,,2019-04-24 09:54:38,2019-04-24 09:54:38,0.001s,PASSED
"executeJavaScript(myEndDate, null)",Firefox 66.0,,2019-04-24 09:54:38,2019-04-24 09:54:38,0.011s,PASSED
delay(1),Firefox 66.0,,2019-04-24 09:54:38,2019-04-24 09:54:39,1.008s,PASSED
"click(findTestObject(""homepage/button_Search""))",Firefox 66.0,,2019-04-24 09:54:39,2019-04-24 09:54:43,3.726s,PASSED
waitForPageLoad(5),Firefox 66.0,,2019-04-24 09:54:43,2019-04-24 09:54:43,0.048s,PASSED
closeBrowser(),Firefox 66.0,,2019-04-24 09:54:43,2019-04-24 09:54:44,0.540s,PASSED
,,,,,,
Test Cases/Booking01,Firefox 66.0,,2019-04-24 09:54:44,2019-04-24 09:55:04,20.909s,PASSED
"openBrowser(""https://bookit-qa6.com"")",Firefox 66.0,,2019-04-24 09:54:44,2019-04-24 09:54:49,5.220s,PASSED
delay(3),Firefox 66.0,,2019-04-24 09:54:49,2019-04-24 09:54:52,3.013s,PASSED
"click(findTestObject(""homepage/flight_checkbox""))",Firefox 66.0,,2019-04-24 09:54:52,2019-04-24 09:54:52,0.643s,PASSED
delay(3),Firefox 66.0,,2019-04-24 09:54:52,2019-04-24 09:54:55,3.002s,PASSED
"setText(findTestObject(""homepage/city_or_airport""), ""cheese"")",Firefox 66.0,,2019-04-24 09:54:55,2019-04-24 09:54:56,0.122s,PASSED
